Record ID,Function,Family,Job Code,Job,PC,Level,Base Salary-Average,Base Salary-#Orgs,Base Salary-#Cases,Base Salary-10th,Base Salary-25th,Base Salary-Median,Base Salary-75th,Base Salary-90th,Total Guaranteed Compensation-Average,Total Guaranteed Compensation-#Orgs,Total Guaranteed Compensation-#Cases,Total Guaranteed Compensation-10th,Total Guaranteed Compensation-25th,Total Guaranteed Compensation-Median,Total Guaranteed Compensation-75th,Total Guaranteed Compensation-90th,Actual Total Compensation-Average,Actual Total Compensation-#Orgs,Actual Total Compensation-#Cases,Actual Total Compensation-10th,Actual Total Compensation-25th,Actual Total Compensation-Median,Actual Total Compensation-75th,Actual Total Compensation-90th,country
619,Actual Data,Marketing,SMP.09.003,Commercial / Corporate Banking Marketing,56,Manager,344178,6,12,,317535,323218,378625,,353858,6,12,,319961,329871,409779,,392032,6,12,,358811,383504,430239,,
620,Actual Data,Marketing,SMP.09.003,Commercial / Corporate Banking Marketing,58,Manager,511144,4,7,,,496451,,,515353,4,7,,,496451,,,672075,4,7,,,636784,,,
621,Actual Data,Marketing,SMP.09.048,SME Banking Marketing,47,Team Member,68642,5,16,,65150,69280,71814,,71618,5,16,,65788,71628,77442,,74967,5,16,,70454,72780,80575,,
622,Actual Data,Marketing,SMP.09.048,SME Banking Marketing,49,Team Member,89558,5,21,,82635,84108,99205,,91283,5,21,,82635,84108,103518,,99902,5,21,,88160,96752,113218,,
623,Actual Data,Marketing,SMP.09.048,SME Banking Marketing,50,Team Member,139622,5,77,,133130,141780,145035,,142304,5,77,,133130,147967,148647,,155975,5,77,,147935,159350,162328,,
624,Actual Data,Marketing,SMP.09.048,SME Banking Marketing,52,Team Leader,177931,3,5,,,,,,180153,3,5,,,,,,198062,3,5,,,,,,
625,Actual Data,Marketing,SMP.09.048,SME Banking Marketing,54,Team Leader,250789,5,14,,209465,257586,288715,,259894,5,14,,209570,257586,311371,,303727,5,14,,246787,314067,355497,,
626,Actual Data,Merchant Sales & Marketing,SMP.09.051,Merchant Sales & Marketing,49,Team Member,116445,4,21,,,110250,,,116445,4,21,,,110250,,,129289,4,21,,,118447,,,
627,Actual Data,Merchant Sales & Marketing,SMP.09.051,Merchant Sales & Marketing,50,Team Member,128172,3,39,,,,,,128659,3,39,,,,,,140552,3,39,,,,,,
628,Actual Data,Merchant Sales & Marketing,SMP.09.051,Merchant Sales & Marketing,52,Team Leader,196145,3,5,,,,,,196145,3,5,,,,,,224483,3,5,,,,,,
629,Actual Data,Private Banking,SMP.09.052,Private Banking Marketing,50,Team Member,140379,5,21,,122996,126022,164941,,143276,5,21,,125647,128231,168428,,152596,5,21,,134546,142463,175713,,
630,Actual Data,Private Banking,SMP.09.052,Private Banking Marketing,51,Team Leader,115455,3,3,,,,,,115715,3,3,,,,,,119033,3,3,,,,,,
631,Actual Data,Private Banking,SMP.09.052,Private Banking Marketing,52,Team Leader,184094,3,5,,,,,,190930,3,5,,,,,,216589,3,5,,,,,,
632,Actual Data,Private Banking,SMP.09.052,Private Banking Marketing,54,Team Leader,273266,5,10,,257486,268680,291339,,282628,5,10,,260123,268680,312108,,327764,5,10,,306327,322611,351778,,
633,Actual Data,"Sales Support and Administration ",SMP.11.001,Sales operation,47,Team Member,59728,3,150,,,,,,59797,3,150,,,,,,64852,3,150,,,,,,
634,Actual Data,Treasury,TRD.01.002,Treasury,47,Team Member,66195,8,17,,60150,65832,71430,,69783,8,17,,60150,67860,80636,,72327,8,17,,64983,69000,82060,,
635,Actual Data,Treasury,TRD.01.002,Treasury,49,Team Member,107323,7,18,,84781,101000,122388,,109391,7,18,,84781,114354,123513,,131882,7,18,,95648,136840,163122,,
636,Actual Data,Treasury,TRD.01.002,Treasury,50,Team Member,145975,7,33,,117489,139080,169282,,149960,7,33,,117489,152803,169282,,172006,7,33,,135462,167111,211746,,
637,Actual Data,Treasury,TRD.01.002,Treasury,51,Team Leader,126488,3,5,,,,,,126488,3,5,,,,,,171439,3,5,,,,,,
638,Actual Data,Treasury,TRD.01.002,Treasury,52,Team Leader,184616,8,30,,176040,185669,196515,,189579,8,30,,176040,192720,202561,,246651,8,30,,213690,235128,273352,,
639,Actual Data,Treasury,TRD.01.002,Treasury,53,Team Leader,232273,4,9,,,230625,,,237598,4,9,,,237626,,,295143,4,9,,,308800,,,
640,Actual Data,Treasury,TRD.01.002,Treasury,54,Team Leader,230451,7,21,,191367,222999,259752,,230481,7,21,,191367,222999,259752,,280676,7,21,,207215,278552,315205,,
641,Actual Data,Treasury,TRD.01.002,Treasury,55,Team Leader,268974,4,8,,,274307,,,279411,4,8,,,285709,,,429799,4,8,,,455071,,,
642,Actual Data,Treasury,TRD.01.002,Treasury,56,Manager,349745,7,27,,348000,355797,361800,,358426,7,27,,348000,359130,381027,,502929,7,27,,437605,502047,544038,,
643,Actual Data,Treasury,TRD.01.002,Treasury,58,Manager,464370,7,12,,407504,445008,515280,,464406,7,12,,407504,445008,515280,,643017,7,12,,519649,615280,833291,,
644,Actual Data,Treasury,TRD.01.002,Treasury,59,Director,494760,6,9,,400244,471705,566472,,495981,6,9,,400307,471705,571778,,846643,6,9,,595155,714813,1035189,,
645,Actual Data,Treasury,TRD.05.010,Treasury Sales / Marketing,47,Team Member,66922,8,19,,65550,67368,69678,,68685,8,19,,65550,68016,71792,,71765,8,19,,66318,71174,75372,,
646,Actual Data,Treasury,TRD.05.010,Treasury Sales / Marketing,49,Team Member,95226,5,14,,83107,88200,110858,,96756,5,14,,83367,94580,111233,,122587,5,14,,103544,122686,141582,,
647,Actual Data,Treasury,TRD.05.010,Treasury Sales / Marketing,50,Team Member,127407,8,42,,94600,120990,165239,,130570,8,42,,94600,120990,175873,,155376,8,42,,109386,142772,212061,,
648,Actual Data,Treasury,TRD.05.010,Treasury Sales / Marketing,52,Team Leader,183589,7,19,,166716,191100,193920,,186019,7,19,,166716,192186,198000,,233838,7,19,,209903,240215,263583,,
649,Actual Data,Treasury,TRD.05.010,Treasury Sales / Marketing,53,Team Leader,248399,3,12,,,,,,254474,3,12,,,,,,314036,3,12,,,,,,
650,Actual Data,Treasury,TRD.05.010,Treasury Sales / Marketing,54,Team Leader,278080,5,11,,225708,255500,341742,,289895,5,11,,230458,263537,362512,,383024,5,11,,332933,368000,440627,,
651,Actual Data,Treasury,TRD.05.010,Treasury Sales / Marketing,56,Manager,344064,4,7,,,346352,,,354449,4,7,,,348000,,,452977,4,7,,,441943,,,
652,Actual Data,Treasury,TRD.05.010,Treasury Sales / Marketing,58,Manager,467963,3,3,,,,,,467963,3,3,,,,,,687640,3,3,,,,,,
653,Actual Data,Treasury,TRD.05.010,Treasury Sales / Marketing,59,Director,455757,3,3,,,,,,455841,3,3,,,,,,696096,3,3,,,,,,
